Age,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Stress_Level,Time_Spent_With_Family_Hours,Online_Shopping_Hours,Has_Screen_Time_Management_App,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score,risk_level,Education_Level_ord,Gender_Male,Gender_Other,Urban_Urban,reward_app_share
28,28605.58,3.6,112.0,2.41,2.75,1.2,2.32,0.96,5.24,1.16,83.66,0.08,0.95,1,13.77,0,9.0,128.0,15.53,High,3,0,0,0,1.7666661759260622
32,20359.61,3.9,66.0,1.24,2.73,2.2,1.95,3.34,7.61,0.69,54.79,1.48,0.24,0,12.33,1,14.0,75.0,81.68,Low,1,0,1,1,1.5820508763972112
34,21327.48,6.84,110.0,1.53,0.45,0.92,1.03,1.88,6.98,1.55,36.33,2.03,0.68,0,24.14,1,12.0,66.0,91.38,Moderate,1,1,0,0,0.42397654620225933
23,26295.66,8.04,56.0,0.99,0.91,1.17,1.3,2.18,7.32,0.98,91.35,2.06,1.11,0,23.34,0,8.0,113.0,18.24,High,2,0,1,0,0.3818407485272701
28,56282.6,5.99,60.0,1.96,3.21,1.3,2.33,2.23,6.14,1.59,65.75,1.37,1.3,1,43.07,0,16.0,97.0,76.08,Moderate,-1,0,0,1,1.080133375603777
30,31279.08,3.13,58.0,1.05,1.88,2.72,2.22,1.36,4.44,1.11,6.32,1.52,0.55,1,30.98,1,14.0,154.0,90.25,High,1,0,1,1,1.8051112443734045
24,20943.74,5.48,60.0,2.61,2.14,2.23,0.82,1.25,6.58,0.27,13.51,2.04,0.7,0,22.89,1,19.0,139.0,79.86,Low,0,0,0,1,1.2737223953061323
23,22164.59,8.92,57.0,2.5,1.94,1.2,2.27,0.42,6.59,1.89,77.66,1.93,0.81,0,33.8,1,14.0,123.0,51.37,Moderate,1,1,0,1,0.6322869246315107
23,32581.36,5.46,76.0,2.27,1.11,1.93,1.44,2.44,6.48,0.81,95.16,1.45,1.9,1,42.44,0,18.0,68.0,75.82,Low,2,0,1,0,0.9725272944089204
26,10681.51,9.69,100.0,0.84,2.57,4.96,1.16,0.99,6.29,1.89,64.2,1.42,1.72,0,15.76,0,19.0,123.0,32.49,High,3,0,0,1,0.8637770006422084
28,21471.97,6.52,42.0,3.08,0.9,1.42,2.31,3.49,6.61,0.54,19.93,0.66,0.28,0,32.22,1,9.0,70.0,58.81,High,1,0,0,1,0.828220731867986
22,31978.37,2.57,83.0,4.54,1.01,4.54,0.44,2.36,7.21,1.46,51.63,1.49,0.46,0,27.05,1,10.0,117.0,10.11,High,2,1,0,1,3.0
20,7762.28,6.56,90.0,3.28,2.93,2.73,1.62,2.91,4.79,0.88,42.0,0.33,1.11,0,20.24,0,11.0,125.0,58.93,High,-1,1,0,0,1.362804670304166
19,55379.71,7.54,57.0,1.81,1.71,1.76,1.14,1.96,6.69,1.26,53.79,1.43,0.28,1,38.48,1,12.0,86.0,72.11,Moderate,-1,0,0,0,0.7002651591160267
25,39990.86,3.25,68.0,2.42,1.61,2.06,2.35,2.87,6.51,0.81,94.35,2.87,1.67,0,10.48,0,8.0,111.0,61.78,High,2,0,1,1,1.8738455772782838
31,40350.21,2.92,124.0,1.3,1.66,2.76,1.56,2.0149999999999997,7.15,1.03,61.67,1.13,1.02,0,38.65,0,17.0,103.0,27.37,Moderate,-1,0,0,0,1.958903438731699
19,10897.67,9.07,83.0,0.2,0.53,3.46,1.93,1.05,5.08,1.64,54.52,1.73,1.42,0,7.02,1,11.0,111.0,44.48,Moderate,0,0,1,1,0.46196246284868103
35,54307.1,8.45,103.0,3.32,1.72,2.43,0.82,1.1,5.83,0.93,89.64,0.4,0.35,0,25.94,1,9.0,114.0,45.2,High,2,0,0,0,0.8840235640208802
24,18131.48,4.73,82.0,0.19,1.32,2.085,0.96,2.0,6.51,0.42,94.87,0.46,0.72,0,26.6,1,13.0,51.0,29.63,High,3,1,0,1,0.7600421226126589
27,38487.42,7.15,61.0,2.8,1.5,2.7,0.97,1.98,7.01,1.96,67.27,2.54,0.8,1,35.18,0,12.0,78.0,40.7,High,0,0,1,0,0.9790208420949871
28,40155.06,8.47,89.0,0.65,0.85,2.97,1.89,0.8,6.29,1.27,56.74,1.05,0.88,1,29.25,0,20.0,116.0,77.03,High,1,1,0,1,0.5277449199828903
29,31326.12,8.82,51.0,2.42,2.63,2.66,1.54,2.98,8.05,0.64,88.14,1.29,0.6,1,31.35,1,10.0,21.0,58.45,Moderate,3,0,1,0,0.8741495607540181
28,51681.73,4.39,107.0,4.05,0.56,0.65,1.15,3.8,7.25,0.82,25.47,1.14,0.94,1,12.54,0,14.0,110.0,76.14,High,1,0,1,0,1.198177403604236
26,30394.73,6.69,83.0,1.57,2.38,0.34,1.59,1.86,6.07,0.38,23.38,2.54,0.59,0,39.65,0,16.0,64.0,31.39,High,3,0,1,0,0.6412555095283244
27,14374.3,8.77,113.0,2.72,3.1,2.98,1.29,1.33,5.27,1.78,24.37,2.26,1.05,1,37.11,0,9.0,118.0,36.46,Low,-1,0,1,1,1.0034206381504405
18,15462.08,3.27,67.0,2.53,1.21,2.31,1.52,3.14,6.84,1.29,64.46,1.52,0.83,0,39.35,0,19.0,106.0,13.28,Low,1,0,1,1,1.8501523394029542
31,29993.14,7.63,111.0,2.63,2.43,2.33,0.8,1.38,7.53,0.84,10.66,2.75,0.49,0,12.32,1,19.0,162.0,6.54,Low,0,0,1,0,0.9685450893125703
18,41826.17,6.83,62.0,1.4,1.18,2.84,1.12,2.85,5.94,1.03,34.84,1.58,0.93,1,41.13,0,11.0,53.0,15.7,Low,2,0,1,0,0.7935577169022376
25,31348.015,8.32,95.0,2.26,2.4,1.85,1.78,1.24,5.66,1.74,81.13,2.45,0.72,1,10.57,0,13.0,56.0,65.65,High,0,1,0,1,0.7824518290322321
34,34499.4,11.6,108.0,0.87,2.76,1.99,1.16,1.67,5.18,1.7,20.51,2.33,0.73,1,12.51,1,19.0,103.0,58.06,High,-1,1,0,1,0.48448271685493827
23,32927.68,6.35,83.0,0.95,3.76,3.06,1.2,2.36,6.46,1.06,48.65,2.61,0.52,1,22.26,0,11.0,94.0,75.93,High,3,0,1,0,1.2236218545477393
33,27955.9,5.58,44.0,2.58,1.41,1.06,1.49,3.1,7.73,1.06,74.31,1.45,1.27,0,14.19,1,16.0,79.0,70.77,Moderate,0,1,0,0,0.905017758957391
24,38758.97,7.21,111.0,3.21,1.9,0.68,1.32,2.02,7.14,0.48,43.24,1.04,0.44,1,17.68,1,8.0,85.0,32.49,High,-1,0,0,0,0.8030512062342292
30,58123.68,6.34,107.0,2.81,0.8,3.21,0.86,2.34,8.02,0.44,40.94,1.6,0.6,0,11.17,0,15.0,63.0,15.85,Low,0,0,0,0,1.0757096095095253
24,37560.68,8.14,51.0,2.94,0.27,1.08,1.21,4.87,7.29,1.43,89.74,1.48,0.51,1,26.16,1,9.0,115.0,73.12,Low,-1,0,0,1,0.5270269622817
29,22970.38,2.2,54.0,1.05,2.61,1.28,2.55,2.02,6.17,1.05,23.33,0.8,0.7,0,24.884999999999998,1,10.0,64.0,23.2,Low,1,0,0,0,2.2454535247938523
20,22929.67,7.88,44.0,3.01,1.07,1.78,2.29,2.84,6.63,0.78,31.42,0.36,0.33,0,19.31,0,16.0,130.0,7.82,Low,3,0,1,0,0.743654727962598
22,29101.06,6.79,86.0,3.65,2.86,2.91,1.89,2.16,6.37,0.11,96.6,1.66,0.61,1,45.92,1,18.0,91.0,58.76,High,-1,1,0,1,1.3873341108491737
19,32022.92,6.32,72.0,0.66,0.12,2.18,1.76,2.74,6.51,0.92,75.81,0.29,1.28,0,26.03,1,19.0,110.0,95.08,High,-1,1,0,0,0.46835435627304484
18,27343.3,6.8,47.0,2.56,2.74,3.39,1.84,1.65,8.44,1.14,46.97,1.0,1.08,1,18.63,1,17.0,132.0,10.6,High,-1,1,0,1,1.2779409885380901
21,45806.41,4.01,43.0,1.58,0.57,2.88,2.14,1.84,6.62,1.76,35.01,2.54,1.08,0,45.59,1,12.0,80.0,55.98,Low,2,0,1,0,1.254363776966639
31,28638.96,3.93,110.0,3.63,0.82,1.22,1.24,4.71,6.6,1.29,71.13,1.15,0.18,1,29.41,1,9.0,36.0,11.9,High,1,1,0,1,1.442747724491673
21,7296.19,4.99,108.0,2.04,1.18,1.84,1.19,3.69,7.23,1.39,57.27,1.72,0.51,0,21.72,0,12.0,134.0,47.56,High,3,0,1,1,1.0140278529002298
28,31756.75,8.05,67.0,1.0,1.15,3.18,2.05,1.76,9.07,0.49,95.57,1.41,0.63,1,17.69,0,16.0,56.0,85.86,High,0,0,1,0,0.662111718992333
33,13700.2,4.35,69.0,1.79,1.86,1.24,1.89,2.32,6.8,0.3,72.22,1.48,0.69,0,30.1,0,13.0,54.0,87.33,High,2,0,1,1,1.1241376726120296
19,24073.55,6.18,46.0,1.31,2.22,2.04,1.34,2.68,5.32,0.9,81.87,1.61,1.19,1,12.94,1,12.0,97.0,4.7,High,0,0,0,1,0.9012943525413669
26,35029.29,2.8,82.0,1.57,1.08,1.58,1.85,2.27,5.77,1.46,80.61,0.88,0.36,0,21.84,1,16.0,88.0,70.47,Low,3,0,0,1,1.5107137461736622
31,51249.74,2.26,94.0,0.67,2.5,2.5,1.21,0.46,5.27,1.0,97.95,1.59,0.75,0,40.78,1,14.0,90.0,37.36,High,2,0,1,1,2.5088484474121913
25,28259.81,4.89,70.0,0.7,1.61,2.6,1.75,2.09,5.24,1.2,96.74,2.4,0.81,1,32.39,1,20.0,174.0,96.24,Low,1,0,0,0,1.00408977421477
22,35799.65,6.7,88.0,1.65,1.78,1.37,0.78,3.54,6.51,1.34,78.36,1.57,0.58,0,22.74,0,19.0,84.0,75.15,High,3,0,1,1,0.7164178035197307
18,8468.4,8.64,84.0,3.01,1.98,2.89,1.58,2.38,4.83,0.85,46.97,1.77,0.83,1,25.46,1,14.0,81.0,92.46,Moderate,-1,1,0,0,0.9120369314772071
26,7655.99,10.65,105.0,3.11,2.43,2.12,1.04,0.11,6.62,0.42,25.22,1.18,1.2,1,26.65,1,9.0,37.0,87.5,Moderate,0,0,0,1,0.7192487587559852
32,12504.36,6.71,98.0,1.39,1.16,1.75,2.63,1.37,6.33,1.1,53.79,1.66,1.08,1,35.1,1,19.0,134.0,25.77,High,0,1,0,1,0.6408344797564113
19,46370.31,5.79,84.0,1.36,1.68,1.62,0.62,1.35,5.9,1.14,81.69,0.74,1.45,0,15.05,1,13.0,117.0,10.73,Low,1,0,0,1,0.8048357850024551
28,38832.07,4.01,49.0,0.53,2.29,1.92,1.07,3.65,6.74,0.94,86.23,2.26,0.63,0,36.12,1,11.0,107.0,36.14,Moderate,3,0,0,0,1.182044593006336
29,41126.03,4.6,87.0,1.61,3.25,3.06,0.53,3.81,5.99,0.11,49.22,1.25,0.95,1,17.54,0,13.0,100.0,41.22,High,-1,1,0,0,1.7217387561437487
18,13982.77,1.69,46.0,1.99,0.7,1.84,1.94,3.14,7.82,0.53,31.69,3.59,0.23,1,31.03,0,10.0,34.0,13.73,Moderate,1,0,1,1,2.680471786703085
21,27351.45,5.8,107.0,2.65,1.66,0.63,1.56,3.5,8.47,1.84,1.0,1.03,0.76,0,30.13,0,20.0,75.0,24.02,High,0,0,0,0,0.8517239910820704
19,37606.68,4.98,59.0,2.44,3.2,3.05,1.59,0.46,6.29,0.83,15.18,0.21,0.93,0,40.58,0,11.0,93.0,93.52,Low,1,0,1,0,1.7449795692812111
28,50933.42,5.89,38.0,1.26,1.57,1.17,2.22,2.09,6.45,0.6,39.63,2.3,1.8,0,30.89,1,15.0,140.0,88.08,High,0,0,0,0,0.6791170324079742
28,28638.03,5.51,81.0,3.28,1.82,3.08,1.64,0.83,4.7,1.5,19.83,2.12,1.32,1,19.4,1,19.0,115.0,48.81,High,-1,0,1,0,1.4845732332897943
33,23150.03,3.48,107.0,2.02,2.02,3.91,1.22,0.38,7.1,0.98,18.45,1.19,0.9,1,21.88,0,18.0,109.0,18.78,High,0,0,1,1,2.2844821021603154
18,28372.84,2.34,65.0,0.84,2.43,1.99,1.49,0.29,7.52,1.78,32.11,0.48,1.77,0,23.04,0,8.0,128.0,52.17,High,0,0,1,1,2.247862287238339
32,39694.37,7.77,39.0,2.72,2.2,2.085,0.94,3.44,6.45,0.69,46.65,1.11,0.79,1,28.57,0,15.0,91.0,35.6,Low,3,1,0,1,0.901544285515536
21,34094.72,3.69,61.0,2.64,2.47,2.17,1.9,2.46,6.49,1.04,68.83,2.3,0.8,0,18.51,0,18.0,110.0,65.72,High,1,0,0,0,1.9728991943362617
26,62349.06,5.82,91.0,4.44,1.3,0.21,1.54,2.66,7.19,1.0,24.71,1.59,1.0,0,34.35,0,13.0,100.0,93.86,Low,1,0,0,1,1.0223365941002416
26,24229.15,4.06,60.0,2.93,1.52,0.74,1.04,1.36,7.58,1.04,94.88,1.48,1.11,1,3.82,1,10.0,109.0,49.17,Moderate,2,0,1,0,1.2783248082943823
33,48343.27,5.68,35.0,1.12,1.12,1.86,1.59,1.72,6.21,1.49,17.66,4.52,1.94,1,30.25,0,15.0,108.0,28.92,Moderate,-1,0,1,1,0.7218308588325953
21,7424.47,11.7,72.0,3.56,3.06,0.94,2.17,0.12,5.29,1.42,26.52,2.94,0.42,0,27.99,1,19.0,75.0,76.93,High,-1,1,0,0,0.6461537909270265
31,20646.0,3.51,79.0,2.12,2.3,1.67,2.26,2.09,6.16,0.32,10.62,0.96,1.14,1,22.23,1,11.0,129.0,68.34,High,-1,0,1,0,1.7350422407287063
35,41494.9,3.12,75.0,2.5,2.58,1.04,0.96,0.33,6.57,1.04,60.78,1.36,0.22,0,12.62,0,19.0,71.0,76.74,High,-1,1,0,1,1.961537832840438
33,35433.91,8.11,85.0,1.11,0.77,3.58,1.37,1.78,5.48,1.04,55.94,1.13,0.89,0,48.25,0,15.0,121.0,78.18,Low,0,0,1,1,0.6732428269737576
24,9881.67,8.63,72.0,4.63,0.69,2.41,0.59,1.74,7.35,1.75,46.05,2.17,0.94,0,22.95,1,15.0,124.0,29.68,Moderate,0,0,0,1,0.8957125265686529
23,42262.7,6.99,80.0,1.77,2.95,3.52,1.96,1.59,7.41,0.47,51.66,1.39,0.22,0,29.13,1,15.0,74.0,63.23,High,-1,0,1,0,1.1788267269203538
33,37184.6,7.63,105.0,2.33,2.72,1.81,0.93,2.08,7.57,1.31,22.25,1.06,0.94,0,39.47,0,16.0,126.0,51.97,High,-1,0,0,0,0.899082450972156
35,24623.6,7.36,24.0,0.04,1.61,0.14,1.87,1.42,8.43,0.99,58.15,1.09,0.89,0,29.38,0,15.0,159.0,21.93,Low,-1,0,0,0,0.24320648869477055
18,1004.9,10.82,92.0,2.93,0.69,2.56,1.7,2.23,6.34,1.2,27.44,1.8,1.08,0,20.74,1,18.0,88.0,18.91,Low,1,0,0,0,0.571164457378516
34,45128.38,5.23,43.0,2.06,0.53,1.55,1.13,2.9,6.51,0.83,50.57,2.88,0.73,0,4.77,1,16.0,89.0,17.81,Moderate,1,1,0,0,0.7915868467329163
21,40361.39,6.34,80.0,1.65,2.09,1.74,1.66,1.47,7.88,0.79,40.58,2.22,0.51,1,29.03,0,20.0,96.0,3.22,High,2,1,0,0,0.8643531759695305
35,60852.63,5.31,66.0,1.9,0.69,2.2,0.94,3.4,4.65,0.26,70.12,1.38,1.05,1,11.22,0,18.0,125.0,38.63,High,0,1,0,1,0.902071393206894
33,27021.59,9.47,96.0,2.76,1.61,3.34,1.31,2.53,7.32,1.01,10.73,0.56,0.66,0,21.69,1,20.0,96.0,91.85,High,0,0,1,1,0.8141498612302153
21,28525.82,6.04,71.0,3.8,1.53,3.34,1.31,1.95,7.83,0.64,76.46,2.08,1.05,0,18.35,1,20.0,123.0,72.48,Low,1,1,0,1,1.4354302259221479
29,5231.79,0.08,129.0,1.73,0.1,4.62,1.11,3.46,5.99,1.22,93.8,0.76,0.61,0,34.35,1,13.0,107.0,26.67,High,2,1,0,0,3.0
22,34114.87,7.46,36.0,2.68,1.41,1.65,0.62,3.15,5.28,0.71,36.12,0.44,1.27,1,21.79,0,14.0,136.0,77.28,Low,0,1,0,0,0.76943689417736
35,40178.35,6.64,75.0,2.81,1.01,1.45,1.45,0.87,6.58,1.58,30.89,0.99,0.74,1,27.72,0,8.0,111.0,0.57,Moderate,1,0,0,1,0.7936745792658767
23,37635.11,4.36,102.0,2.26,3.39,2.31,1.77,3.65,6.45,0.51,86.34,0.45,1.6,0,15.01,0,13.0,74.0,44.29,Low,2,1,0,0,1.8256876546587948
33,24298.46,3.7,18.0,3.27,2.0,3.3,1.52,2.0149999999999997,5.72,0.68,16.29,2.95,0.55,0,6.26,1,9.0,71.0,32.68,High,0,0,0,0,2.3162155902120025
26,12247.0,4.83,29.0,2.64,1.47,1.56,1.55,1.52,6.63,0.94,12.32,1.48,0.99,0,22.26,1,15.0,89.0,30.54,Moderate,0,0,0,1,1.1739128004321324
30,45981.31,6.98,101.0,2.02,1.33,0.66,1.53,2.62,7.36,1.68,77.68,0.28,0.18,1,19.68,1,17.0,69.0,10.9,High,0,1,0,0,0.5744984850288702
29,41394.05,6.93,76.0,1.01,0.99,0.21,1.68,2.34,5.15,1.36,41.11,2.44,1.6,0,30.63,1,16.0,105.0,77.13,High,2,0,0,0,0.3189032728855306
20,17442.83,7.25,97.0,1.83,2.06,2.9,1.71,2.01,7.1,1.04,69.5,2.81,1.17,0,17.72,0,15.0,90.0,17.98,High,3,0,1,1,0.9365515949584007
32,16997.15,6.72,69.0,2.6,1.61,0.4,1.78,1.96,4.62,2.16,91.51,2.11,0.81,0,39.21,1,20.0,85.0,80.14,High,0,1,0,0,0.6860118026768152
19,55116.47,2.39,75.0,1.85,1.33,0.89,2.42,2.34,6.96,1.08,2.24,0.64,0.84,0,27.35,1,9.0,106.0,21.43,High,3,1,0,0,1.7029281577706452
35,30012.28,0.67,85.0,0.87,2.14,2.15,0.88,1.54,4.05,0.97,6.02,2.42,0.81,1,40.28,1,17.0,107.0,93.82,High,-1,0,1,1,3.0
29,54522.1,4.47,105.0,1.28,1.49,0.8,1.57,1.32,5.05,1.35,73.43,2.01,1.27,0,22.03,1,12.0,130.0,32.41,Low,0,0,1,0,0.798657539450215
32,12003.7,7.07,130.0,3.22,2.29,0.26,1.29,3.48,6.72,1.8,5.46,1.38,1.07,0,25.58,0,17.0,113.0,0.32,High,1,0,1,1,0.816124354154971
33,23295.01,6.93,71.0,1.41,2.31,2.63,1.58,1.26,6.63,2.12,54.55,2.38,1.36,1,30.95,1,19.0,76.0,75.69,High,0,0,0,1,0.9163057840828595
35,24625.82,5.03,90.0,1.88,1.7,1.3,1.55,2.46,5.1,1.56,50.59,0.34,0.34,0,26.73,1,11.0,156.0,39.4,Low,2,0,1,1,0.970178733562876
21,37411.83,6.29,119.0,0.32,1.41,2.13,2.16,2.33,6.87,0.86,2.61,1.26,1.3,1,37.53,0,13.0,120.0,92.95,Moderate,3,0,0,0,0.6136723984622577
27,51271.36,7.86,108.0,1.95,1.02,0.68,2.04,0.7,7.62,1.05,5.67,1.26,0.43,0,30.45,1,8.0,93.0,29.22,Moderate,2,0,0,1,0.46437653124980516
28,10181.99,5.4,71.0,4.33,0.5,2.88,0.69,2.69,7.11,1.1,62.15,3.12,0.55,0,14.07,1,20.0,102.0,39.3,High,1,0,1,1,1.4277775133745345
29,40187.62,6.61,77.0,2.05,1.33,3.34,1.25,3.82,6.42,1.31,53.71,3.14,0.79,0,18.76,1,15.0,146.0,68.07,Moderate,0,1,0,0,1.016641298541407
32,13635.26,3.58,52.0,1.81,0.46,0.72,0.7,0.45,5.15,0.9,86.36,0.02,0.89,0,38.31,1,8.0,148.0,87.73,High,0,0,1,1,0.8351952974314811
35,51933.95,4.77,65.0,1.61,2.52,2.91,1.62,0.43,6.51,1.12,69.16,2.64,0.45,0,14.21,0,19.0,99.0,28.08,Low,2,1,0,0,1.4758906759139045
35,12745.98,6.0,76.0,1.04,2.84,1.69,2.48,3.31,6.81,0.63,40.13,1.19,0.59,1,50.74,1,12.0,124.0,0.19,High,-1,1,0,1,0.928333178611137
23,21042.87,4.75,89.0,2.95,2.11,1.17,1.97,2.7,6.94,1.03,54.71,0.47,1.44,0,24.67,1,18.0,76.0,7.61,High,3,0,0,0,1.3115786712465956
28,37243.17,3.0,120.0,2.25,2.46,2.25,2.22,0.78,7.29,1.64,5.71,1.88,0.86,0,27.41,1,20.0,86.0,87.73,High,2,0,1,1,2.3199992266669245
28,17723.59,5.73,88.0,1.87,1.98,1.78,1.9,1.49,6.55,1.17,34.33,1.12,1.49,1,11.91,0,15.0,105.0,1.59,Moderate,0,0,0,0,0.9825478215448827
20,23462.83,8.01,64.0,0.97,1.61,1.87,1.37,2.67,7.05,2.44,97.52,1.53,0.24,1,21.94,1,14.0,112.0,41.55,Low,-1,0,1,0,0.555555486197817
22,16829.88,7.8,76.0,2.36,2.88,1.0,1.51,1.8,5.47,1.05,79.24,1.1,0.01,0,39.27,1,18.0,88.0,80.96,Moderate,2,0,0,0,0.7999998974359106
26,48356.44,6.41,46.0,1.62,1.66,2.11,1.13,3.58,7.7,0.28,48.03,2.01,1.1,1,44.76,1,13.0,79.0,91.46,Low,-1,0,0,1,0.840873503763884
32,3834.92,4.3,60.0,1.56,1.61,2.57,1.61,2.88,6.36,0.75,5.15,0.85,0.58,0,23.04,1,13.0,92.0,87.74,Moderate,2,0,0,0,1.3348834104922302
33,61226.71,6.38,103.0,2.15,0.48,1.49,1.11,1.81,7.73,0.84,47.55,1.48,0.58,0,32.07,1,9.0,116.0,23.7,High,0,0,0,1,0.645767923860827
33,38126.65,6.67,71.0,2.28,1.85,0.92,2.26,3.07,4.98,0.98,49.12,1.27,0.61,0,28.03,0,12.0,57.0,55.94,High,0,0,1,0,0.7571213257689167
32,33971.13,3.37,49.0,2.31,2.5,1.72,0.77,2.37,8.17,1.25,79.29,1.76,0.69,1,26.58,0,11.0,84.0,6.08,High,3,0,1,1,1.9376848849599748
23,53577.89,7.23,71.0,1.27,1.51,2.55,2.13,2.69,7.47,0.94,9.43,1.37,0.59,0,22.89,1,14.0,42.0,49.79,Moderate,0,0,0,1,0.7372059837889372
32,55075.85,7.9,65.0,2.31,0.0,2.085,0.94,2.87,7.88,0.74,23.91,0.71,0.6,0,29.33,0,12.0,94.0,30.87,High,3,1,0,1,0.5563290435026527
22,42938.14,5.93,125.0,1.73,0.99,0.23,0.13,1.09,7.59,1.94,21.71,1.6,0.68,1,10.58,1,8.0,105.0,96.0,High,0,0,1,0,0.49747040514832963
19,41260.64,2.95,74.0,2.14,0.99,2.085,1.55,1.78,6.19,0.77,15.69,3.09,0.37,0,20.74,1,19.0,68.0,28.61,High,1,0,1,1,1.7677960109166062
19,13116.06,1.86,68.0,2.51,0.95,0.82,1.84,2.91,6.61,0.57,51.3,0.83,0.81,0,15.23,1,9.0,125.0,39.88,High,-1,0,0,0,2.301074031680628
34,36424.7,4.1,47.0,2.02,2.62,1.56,1.67,0.77,6.32,1.14,46.54,1.67,1.54,0,19.78,1,9.0,103.0,39.16,Moderate,1,0,0,0,1.5121947531232314
23,28774.45,7.29,92.0,1.82,1.89,3.23,1.84,1.21,5.66,1.12,70.1,1.02,1.54,1,6.28,0,15.0,131.0,7.58,High,1,0,1,1,0.9519888954747742
35,29266.77,3.79,35.0,1.73,1.72,2.37,1.29,2.39,5.72,0.5,68.35,1.14,1.04,1,38.93,0,11.0,75.0,32.99,Moderate,0,1,0,1,1.5356196475937605
34,22305.88,9.59,76.0,2.14,1.37,2.42,0.72,1.06,5.6,0.6,67.87,0.17,1.19,1,22.08,0,16.0,22.0,4.49,High,1,0,1,0,0.6183523859903665
18,61999.54,4.88,87.0,3.14,2.38,2.06,0.75,1.8,4.73,0.65,10.13,1.48,1.3,0,26.86,0,11.0,114.0,41.23,High,3,0,1,0,1.5532783702298423
30,836.19,4.87,88.0,3.08,1.84,0.68,1.85,2.22,6.66,1.19,50.76,2.96,0.54,1,9.07,0,15.0,163.0,95.57,Low,0,0,0,1,1.1498970944769826
19,10114.91,8.9,79.0,4.32,2.4,3.02,0.95,0.62,7.41,1.36,30.1,1.16,1.1,0,28.94,0,13.0,69.0,16.07,High,3,0,1,0,1.0943818995076517
20,48596.46,2.32,59.0,2.85,0.64,0.35,2.89,2.27,6.55,1.52,7.25,0.68,1.2,0,15.51,0,11.0,124.0,28.41,Low,1,1,0,0,1.6551717003570259
19,27547.33,6.29,48.0,3.24,1.61,2.48,0.74,1.16,6.38,1.48,41.04,1.05,1.3,0,16.52,0,11.0,140.0,65.35,High,3,1,0,0,1.1653416271316968
27,34248.14,6.66,65.0,2.89,2.11,0.68,0.8,1.22,6.58,0.19,47.98,0.74,0.58,0,24.96,1,20.0,79.0,75.22,Low,3,0,0,0,0.8528527247968881
27,22223.86,6.13,83.0,0.89,1.05,1.92,0.72,1.51,6.31,1.3,92.96,1.17,0.94,1,38.16,0,19.0,105.0,58.62,High,2,0,0,1,0.6296899462169745
28,31348.015,3.67,61.0,1.65,0.56,1.08,1.47,3.36,7.57,1.37,96.96,1.26,1.14,0,44.02,1,15.0,117.0,27.74,Low,1,1,0,0,0.8964575214012204
32,38281.1,9.58,97.0,0.22,0.46,1.43,2.03,1.69,5.73,0.91,20.2,1.48,0.43,1,25.99,0,11.0,111.0,62.93,Moderate,2,0,1,0,0.22025049893001056
33,33009.65,6.28,94.0,2.53,2.45,0.56,1.2,2.92,7.47,1.86,15.14,0.69,0.69,1,26.44,1,13.0,80.0,54.64,Low,-1,0,1,1,0.8821654646233338
20,41103.98,4.59,77.0,2.56,0.1,3.09,1.5,2.6,6.49,0.04,8.96,1.55,0.73,0,38.82,0,8.0,81.0,90.28,Moderate,0,1,0,0,1.2527230386224317
24,13693.95,5.09,71.0,2.71,1.54,2.52,1.27,2.47,9.24,0.83,30.07,0.27,0.72,1,14.49,1,10.0,122.0,28.68,Low,3,0,1,0,1.330058677788079
28,33607.96,10.01,85.0,2.15,2.34,2.75,1.5,1.78,7.71,1.16,1.85,0.65,1.9,1,19.38,0,15.0,132.0,92.81,High,-1,1,0,0,0.7232766510213137
33,34106.93,6.9,105.0,2.48,1.61,1.82,1.76,3.12,4.81,1.81,20.95,0.85,1.43,0,17.48,1,17.0,110.0,23.95,High,-1,0,0,0,0.8565216149968673
19,36517.32,3.4,124.0,1.37,2.88,3.69,1.83,3.34,7.69,0.8,72.65,0.61,0.65,0,14.47,1,14.0,97.0,68.09,High,0,1,0,1,2.3352934307960496
30,31348.015,5.69,72.0,1.74,1.27,1.03,1.8,1.66,6.84,1.37,59.02,1.04,0.68,0,33.0,1,10.0,91.0,71.1,High,2,0,1,1,0.7100174499090597
27,32058.62,8.73,73.0,1.82,3.54,1.8,1.72,3.09,6.66,1.65,50.2,1.89,0.54,1,29.25,0,16.0,121.0,92.45,Moderate,3,0,0,1,0.8201602726047799
35,18223.91,6.72,76.0,2.23,0.7,2.18,1.71,2.3,6.76,0.67,84.6,0.47,1.18,1,13.71,1,10.0,90.0,16.98,High,3,0,0,1,0.7604165535094414
21,30453.65,6.17,90.0,1.76,1.68,3.21,1.49,2.9,6.09,1.05,23.9,1.54,1.2,1,27.33,0,19.0,116.0,69.16,Low,0,1,0,1,1.0777956113783451
34,45585.98,4.28,95.0,2.02,0.2,3.12,1.73,1.81,9.08,0.32,71.85,0.97,0.59,1,30.81,0,9.0,35.0,93.43,Low,-1,1,0,0,1.2476632598917616
